Column1,ID,Year,h,K,M,Y
8345,279,175,5,12.75727,23.30397,47.494
8346,279,176,5,10.84368,47.27201,65.47445
8347,279,177,5,13.35024,59.72134,70.68251
8348,279,178,5,15.32255,68.77122,68.01692
8349,279,179,5,16.34371,101.1533,184.993
8350,279,180,5,32.71632,71.86301,101.5589
8351,279,181,5,27.80887,63.20443,116.0771
8352,279,182,5,23.63754,118.5085,323.6213
8353,279,183,5,25.94946,213.7893,285.4085
8354,279,184,5,85.53396,346.5602,508.6313
8355,279,185,5,72.70387,575.7553,719.3312
8356,279,186,5,153.9394,248.5478,307.6595
8357,279,187,5,130.8485,67.80016,91.12333
8358,279,188,5,111.2212,62.32553,127.2808
8359,279,189,5,94.53806,33.79236,43.43686
8360,279,190,5,80.35735,29.4647,36.13715
8361,279,191,5,68.30375,43.10133,48.18816
8362,279,192,5,58.05819,35.46171,58.37679
8363,279,193,5,49.34946,95.42709,271.7251
8364,279,194,5,41.94704,74.55814,131.8456
8365,279,195,5,35.65498,104.0484,127.2046
8366,279,196,5,30.30674,65.35968,136.477
8367,279,197,5,25.76073,92.27139,177.0596
8368,279,198,5,21.89662,62.99407,103.7151
8369,279,199,5,18.61212,33.11847,61.62756
8370,279,200,5,15.82031,30.19869,62.04935
8371,280,171,4,52.2161,87.57049,98.97171
8372,280,172,4,45.68908,236.7784,316.7454
8373,280,173,4,66.8718,301.6917,489.8385
8374,280,174,4,65.24049,299.0959,463.9521
8375,280,175,4,65.42803,212.0478,226.3197
8376,280,176,4,57.24953,153.0428,275.4592
8377,280,177,4,50.09333,239.8594,372.6065
8378,280,178,4,60.05057,280.6685,483.4904
8379,280,179,4,62.28102,320.519,261.3735
8380,280,180,4,80.43602,254.1424,212.7866
8381,280,181,4,70.38152,287.4933,650.2408
8382,280,182,4,65.00845,150.3977,289.0644
8383,280,183,4,56.88239,133.851,255.0403
8384,280,184,4,49.77209,76.85167,105.684
8385,280,185,4,43.55058,97.03828,205.6878
8386,280,186,4,38.10676,54.27497,61.81637
8387,280,187,4,33.34341,34.96827,46.3872
8388,280,188,4,29.17549,12.88923,19.39966
8389,280,189,4,25.52855,45.65589,73.46015
8390,280,190,4,22.33748,52.3963,101.1757
8391,280,191,4,19.57383,50.03988,66.93112
8392,280,192,4,17.3659,63.48421,77.90248
8393,280,193,4,19.88766,55.81274,75.99103
8394,280,194,4,17.97149,36.84258,48.00076
8395,280,195,4,15.72505,38.28466,34.96878
8396,280,196,4,13.75942,56.03474,78.51741
8397,280,197,4,20.6737,39.04301,57.42524
8398,280,198,4,18.08949,71.81089,205.8104
8399,280,199,4,23.00868,41.703,70.00097
8400,280,200,4,20.13259,157.0097,185.1385
8401,281,171,1,854.9922,765.101,1111.62
8402,281,172,1,812.2426,2257.586,3951.675
8403,281,173,1,961.0101,2671.629,2876.81
8404,281,174,1,961.0609,1099.65,933.726
8405,281,175,1,913.0078,1361.402,2106.784
8406,281,176,1,867.3574,591.1329,754.358
8407,281,177,1,823.9896,539.5529,713.2819
8408,281,178,1,782.7901,534.2767,1115.678
8409,281,179,1,743.6506,460.4851,552.0794
8410,281,180,1,706.468,481.1944,761.3399
8411,281,181,1,671.1447,556.3752,850.4329
8412,281,182,1,637.5874,956.7415,1493.395
8413,281,183,1,605.7081,4064.993,6248.844
8414,281,184,1,2321.003,5662.184,8254.492
8415,281,185,1,2205.947,4143.678,9737.083
8416,281,186,1,2095.65,2530.638,4447.361
8417,281,187,1,1990.867,886.3799,1001.728
8418,281,188,1,1891.324,483.0706,765.9214
8419,281,189,1,1796.758,651.2733,951.7165
8420,281,190,1,1706.92,796.9023,1338.095
8421,281,191,1,1621.574,1006.176,1353.296
8422,281,192,1,1540.495,2600.401,4838.924
8423,281,193,1,1463.47,1437.622,1700.189
8424,281,194,1,1390.297,926.9929,1905.303
8425,281,195,1,1320.782,1995.379,3194.059
8426,281,196,1,1254.743,1818.198,2957.792
8427,281,197,1,1192.006,875.2729,1496.036
8428,281,198,1,1132.405,1462.418,2242.674
8429,281,199,1,1075.785,807.4498,1090.815
8430,281,200,1,1021.996,518.8957,567.5624
8431,282,171,1,1491.254,4949.641,7868.413
8432,282,172,1,1515.3,6000.0,16019.14
8433,282,173,1,2401.333,3788.386,4795.809
8434,282,174,1,2281.266,4474.318,6818.121
8435,282,175,1,2167.203,1090.509,1120.875
8436,282,176,1,2058.843,1325.991,1159.128
8437,282,177,1,1955.9,970.0229,1437.927
8438,282,178,1,1858.105,1052.84,1604.695
8439,282,179,1,1765.2,2088.095,3397.485
8440,282,180,1,1676.94,4258.707,5663.527
8441,282,181,1,1593.093,3604.49,5506.111
8442,282,182,1,1513.438,664.5413,931.0286
8443,282,183,1,1437.766,388.6428,798.5274
8444,282,184,1,1365.878,590.3665,744.8581
8445,282,185,1,1297.584,1268.625,1957.543
8446,282,186,1,1232.705,1637.687,2487.092
8447,282,187,1,1171.07,1834.609,1737.33
8448,282,188,1,1112.516,1365.59,2057.987
8449,282,189,1,1056.891,1303.276,1646.573
8450,282,190,1,1004.046,629.2711,1527.069
8451,282,191,1,953.8437,530.9799,709.786
8452,282,192,1,906.1515,527.2326,1049.587
8453,282,193,1,860.8439,450.8056,608.7893
8454,282,194,1,817.8017,1039.548,1502.463
8455,282,195,1,776.9116,1554.121,3696.156
8456,282,196,1,745.3456,781.1515,1599.59
8457,282,197,1,708.0784,634.5663,1099.674
8458,282,198,1,672.6744,1411.2,1553.519
8459,282,199,1,650.9856,2321.876,3393.337
8460,282,200,1,1038.245,1385.713,3385.022
8461,283,171,1,345.1578,258.758,433.522
8462,283,172,1,327.8999,371.598,344.2608
8463,283,173,1,311.5049,352.1969,606.7272
8464,283,174,1,295.9297,659.636,1309.674
8465,283,175,1,356.88,633.3114,1167.99
8466,283,176,1,341.3476,3136.789,4381.097
8467,283,177,1,2401.324,6000.0,7066.876
8468,283,178,1,2281.258,1011.389,1628.799
8469,283,179,1,2167.195,903.2489,1791.502
8470,283,180,1,2058.835,1777.373,3374.667
8471,283,181,1,1955.893,880.9357,1336.869
8472,283,182,1,1858.099,1413.905,2083.209
8473,283,183,1,1765.194,1595.545,1988.76
8474,283,184,1,1676.934,1034.151,1618.802
8475,283,185,1,1593.087,896.8259,1242.693
8476,283,186,1,1513.433,1113.716,1827.079
8477,283,187,1,1437.761,636.1212,673.7388
8478,283,188,1,1365.873,1406.62,1725.823
8479,283,189,1,1297.58,3200.292,4088.792
8480,283,190,1,1251.779,5666.568,9973.847
8481,283,191,1,2002.0,6000.0,23037.96
8482,283,192,1,2401.312,5999.99,8886.668
8483,283,193,1,2281.248,5444.038,10681.92
8484,283,194,1,2167.185,1778.09,2379.178
8485,283,195,1,2058.826,2411.048,4701.936
8486,283,196,1,1955.885,1051.081,1411.531
8487,283,197,1,1858.091,1346.434,2043.542
8488,283,198,1,1765.186,999.9661,2286.531
8489,283,199,1,1676.927,1426.295,2434.605
8490,283,200,1,1593.08,1351.694,2951.531
8491,284,171,4,28.08418,191.6667,465.0646
8492,284,172,4,90.75232,263.2666,308.7884
8493,284,173,4,79.40828,307.5935,358.7562
8494,284,174,4,71.43255,515.9668,999.345
8495,284,175,4,203.3449,518.5403,1161.317
8496,284,176,4,177.9268,459.9068,1009.561
8497,284,177,4,155.6859,204.0401,422.4156
8498,284,178,4,136.2252,55.79366,75.75748
8499,284,179,4,119.197,47.68134,64.99368
8500,284,180,4,104.2974,38.07492,48.69467
8501,284,181,4,91.26023,34.35586,45.77237
8502,284,182,4,79.8527,15.87789,38.60093
8503,284,183,4,69.87112,24.1848,79.01318
8504,284,184,4,61.13723,30.165,45.35593
8505,284,185,4,53.49507,50.67104,91.37608
8506,284,186,4,46.80819,176.7079,221.8755
8507,284,187,4,43.22013,101.9692,210.9874
8508,284,188,4,37.81762,153.1735,179.4716
8509,284,189,4,37.4992,147.1314,279.0583
8510,284,190,4,36.55309,82.53019,148.9529
8511,284,191,4,31.98396,70.43984,123.2112
8512,284,192,4,27.98596,90.03853,102.6735
8513,284,193,4,25.49872,51.94473,87.88127
8514,284,194,4,22.31138,37.44289,96.06765
8515,284,195,4,19.52246,5.805101,12.42329
8516,284,196,4,17.08215,3.190062,4.745688
8517,284,197,4,14.94688,3.490334,4.876565
8518,284,198,4,13.07852,8.445256,10.17479
8519,284,199,4,11.44371,3.643066,3.938967
8520,284,200,4,10.01324,2.531948,4.705372
8521,285,171,3,94.53042,166.7788,257.2518
8522,285,172,3,85.07738,146.6474,195.1924
8523,285,173,3,76.56963,223.4646,285.2267
8524,285,174,3,69.69846,181.8782,326.6074
8525,285,175,3,62.72861,171.1658,267.0822
8526,285,176,3,56.45575,163.2035,353.5881
8527,285,177,3,51.53133,237.2346,258.8604
8528,285,178,3,88.11474,209.3075,234.4719
8529,285,179,3,79.30326,132.3186,212.4934
8530,285,180,3,71.37294,58.17107,162.6566
8531,285,181,3,64.23564,20.11177,20.98676
8532,285,182,3,57.81208,23.58154,40.73575
8533,285,183,3,52.03087,25.0516,43.89532
8534,285,184,3,46.82779,37.14555,69.23377
8535,285,185,3,42.145,76.97646,182.9375
8536,285,186,3,37.93051,107.6483,118.6281
8537,285,187,3,35.58148,106.7547,187.9057
8538,285,188,3,35.30087,87.05438,110.7383
8539,285,189,3,32.19713,50.02848,64.03623
8540,285,190,3,28.97742,27.57368,45.9042
8541,285,191,3,26.07968,14.62935,24.97681
8542,285,192,3,23.47171,49.83267,81.15349
8543,285,193,3,21.27517,48.22016,94.96455
8544,285,194,3,19.6596,22.26044,28.29558
8545,285,195,3,17.69364,15.97062,23.39019
8546,285,196,3,15.92428,13.29208,24.97248
8547,285,197,3,14.33185,4.353253,6.167123
8548,285,198,3,12.89867,4.556502,7.186739
8549,285,199,3,11.6088,6.631788,13.25247
8550,285,200,3,10.44792,13.46737,15.11166
8551,286,171,5,6.165164,4.38304,3.357165
8552,286,172,5,5.240389,5.305624,8.703455
8553,286,173,5,4.454331,5.747713,8.708127
8554,286,174,5,3.786181,4.120248,6.173793
8555,286,175,5,3.218254,8.751035,12.21336
8556,286,176,5,2.872576,5.845538,3.991193
8557,286,177,5,2.44169,8.304323,9.934967
8558,286,178,5,2.774738,7.103279,14.06266
8559,286,179,5,2.488082,9.088641,16.78458
8560,286,180,5,3.109259,6.137662,10.44849
8561,286,181,5,2.64287,7.404952,9.354875
8562,286,182,5,2.467223,6.243714,8.768026
8563,286,183,5,2.214888,8.587142,13.076
8564,286,184,5,3.246144,3.106095,10.60884
8565,286,185,5,2.759222,1.376143,1.734871
8566,286,186,5,2.345339,3.484608,7.387586
8567,286,187,5,1.993538,5.133756,8.009512
8568,286,188,5,1.851019,4.952807,6.801537
8569,286,189,5,1.796677,2.409987,5.838048
8570,286,190,5,1.527176,3.643876,7.845715
8571,286,191,5,1.311926,1.999401,3.54439
8572,286,192,5,1.184564,3.110159,4.134136
8573,286,193,5,1.109205,6.446219,9.660709
8574,286,194,5,5.215975,7.077347,12.82913
8575,286,195,5,4.433579,14.77194,28.02008
8576,286,196,5,4.072774,8.451402,21.86273
8577,286,197,5,3.461858,5.231623,9.340634
8578,286,198,5,2.94258,3.969214,6.73874
8579,286,199,5,2.501193,3.642065,5.617536
8580,286,200,5,2.126014,3.727816,6.994572
8581,287,171,5,130.8489,547.9561,756.2221
8582,287,172,5,111.2215,885.584,1764.338
8583,287,173,5,153.941,981.8506,646.7361
8584,287,174,5,153.9396,637.4429,1100.653
8585,287,175,5,130.8487,533.8872,485.0519
8586,287,176,5,111.2214,459.102,728.9295
8587,287,177,5,94.53817,317.1384,678.8814
8588,287,178,5,80.35744,394.728,861.9261
8589,287,179,5,71.23615,193.9767,284.1255
8590,287,180,5,60.55072,339.2107,778.6049
8591,287,181,5,60.69956,628.4945,589.0046
8592,287,182,5,191.5386,429.9014,645.6696
8593,287,183,5,162.8078,460.188,459.0275
8594,287,184,5,138.3867,1256.752,1661.328
8595,287,185,5,260.8435,1366.404,3503.696
8596,287,186,5,221.717,2305.287,6150.274
8597,287,187,5,384.6379,3210.349,5595.153
8598,287,188,5,384.6369,2174.291,3188.966
8599,287,189,5,326.9413,1220.844,1716.448
8600,287,190,5,277.9001,694.2787,1347.362
8601,287,191,5,236.2151,392.7987,489.3454
8602,287,192,5,200.7829,542.1353,1425.887
8603,287,193,5,170.6654,302.8275,436.6158
8604,287,194,5,145.0656,342.9019,469.2859
8605,287,195,5,123.3058,812.4658,1257.849
8606,287,196,5,152.0123,920.8793,1178.706
8607,287,197,5,148.7691,298.0558,348.5104
8608,287,198,5,126.4537,269.2402,219.1864
8609,287,199,5,107.4856,323.9514,532.5283
8610,287,200,5,91.3628,335.9922,615.0228
8611,288,171,5,35.65572,86.94061,168.7513
8612,288,172,5,30.30736,161.5618,362.6162
8613,288,173,5,35.79103,125.0402,254.8715
8614,288,174,5,30.46846,116.2664,185.1402
8615,288,175,5,26.40847,86.62639,121.5594
8616,288,176,5,22.4472,40.50302,90.11872
8617,288,177,5,19.08012,113.0323,153.9265
8618,288,178,5,32.96298,147.7567,182.2287
8619,288,179,5,29.87541,114.1507,210.4104
8620,288,180,5,25.89898,59.29868,64.30395
8621,288,181,5,22.01413,34.45205,60.29749
8622,288,182,5,18.71201,42.63744,60.20659
8623,288,183,5,15.90521,34.67877,71.62616
8624,288,184,5,13.51943,13.52654,30.6377
8625,288,185,5,11.49152,7.107856,11.14168
8626,288,186,5,9.767788,4.821992,6.364207
8627,288,187,5,8.302619,15.56359,24.40165
8628,288,188,5,7.057227,30.70954,39.08112
8629,288,189,5,10.37033,41.75084,71.75938
8630,288,190,5,11.27332,53.10073,112.4943
8631,288,191,5,15.29994,47.76279,89.91995
8632,288,192,5,13.0562,44.87086,53.68122
8633,288,193,5,11.67166,54.06673,89.85345
8634,288,194,5,15.18609,47.7501,107.5916
8635,288,195,5,12.98109,18.66303,26.69937
8636,288,196,5,11.03392,17.27092,60.93424
8637,288,197,5,9.378835,7.983964,9.126219
8638,288,198,5,7.97201,7.592139,11.28768
8639,288,199,5,6.776209,13.47355,15.56421
8640,288,200,5,5.759777,24.69578,54.05686
8641,289,171,3,23.14594,33.97067,38.88716
8642,289,172,3,20.83134,20.78567,21.58959
8643,289,173,3,18.74821,14.31122,20.0105
8644,289,174,3,16.87339,13.51146,24.41481
8645,289,175,3,15.18605,8.55213,16.64762
8646,289,176,3,13.66744,7.847687,9.594285
8647,289,177,3,12.3007,6.119819,11.32569
8648,289,178,3,11.07063,15.22105,21.1803
8649,289,179,3,9.963566,15.13185,20.00233
8650,289,180,3,8.96721,8.107285,13.32438
8651,289,181,3,8.070489,12.07097,20.567
8652,289,182,3,7.26344,9.298305,12.24361
8653,289,183,3,6.537096,19.2638,31.57654
8654,289,184,3,12.05655,29.23514,28.93045
8655,289,185,3,13.49311,27.95131,36.82024
8656,289,186,3,12.70493,82.55571,112.3683
8657,289,187,3,78.51659,292.9891,434.1866
8658,289,188,3,81.48635,600.4766,797.2481
8659,289,189,3,370.6501,2977.127,5202.47
8660,289,190,3,673.5756,2285.251,3370.576
8661,289,191,3,606.218,3246.134,3832.969
8662,289,192,3,571.1279,1590.713,3500.505
8663,289,193,3,514.0151,1225.643,1958.317
8664,289,194,3,462.6136,571.5234,981.0002
8665,289,195,3,416.3522,436.0928,476.406
8666,289,196,3,374.717,803.973,1498.459
8667,289,197,3,337.2453,522.4861,556.2565
8668,289,198,3,303.5208,505.1122,876.4467
8669,289,199,3,273.1687,479.147,531.7083
8670,289,200,3,245.8518,273.8571,484.9124
8671,290,171,5,44.67897,23.83148,52.21504
8672,290,172,5,37.97713,6.588796,7.431336
8673,290,173,5,32.28056,23.82193,27.72389
8674,290,174,5,27.43848,20.12733,50.50026
8675,290,175,5,23.3227,35.81564,55.26145
8676,290,176,5,19.8243,36.69239,43.29926
8677,290,177,5,16.85065,25.14949,31.20129
8678,290,178,5,14.32306,20.30644,27.31769
8679,290,179,5,12.1746,15.79515,21.50571
8680,290,180,5,10.34841,5.406893,7.481823
8681,290,181,5,8.796147,3.188076,6.019876
8682,290,182,5,7.476725,5.332213,10.33579
8683,290,183,5,6.355216,3.688203,9.189339
8684,290,184,5,5.401934,1.94505,3.401006
8685,290,185,5,4.591644,6.282793,12.81257
8686,290,186,5,3.902897,4.08601,6.7309
8687,290,187,5,3.317463,7.81251,13.01455
8688,290,188,5,2.874571,6.457454,6.998358
8689,290,189,5,2.472456,2.580524,4.684527
8690,290,190,5,2.101587,3.443895,3.748847
8691,290,191,5,1.786349,1.177896,2.044461
8692,290,192,5,1.518397,1.0,1.959522
8693,290,193,5,1.306731,2.043334,3.392983
8694,290,194,5,1.18149,1.0,0.976446
8695,290,195,5,1.107386,1.00604,1.147311
8696,290,196,5,1.06354,1.038056,2.028748
8697,290,197,5,1.037596,1.012136,1.627499
8698,290,198,5,1.022245,4.238742,5.884458
8699,290,199,5,2.549684,12.56434,32.16881
8700,290,200,5,6.633325,44.22113,71.13579
8701,291,171,4,176.3862,1723.515,3795.712
8702,291,172,4,406.3813,3171.16,4898.609
8703,291,173,4,434.6815,1491.06,2159.678
8704,291,174,4,380.3463,1446.952,2462.174
8705,291,175,4,332.803,1071.545,2499.899
8706,291,176,4,291.2026,892.9142,1023.8
8707,291,177,4,254.8023,664.6815,851.1063
8708,291,178,4,222.952,334.0394,688.9485
8709,291,179,4,195.083,388.1248,453.5379
8710,291,180,4,170.6976,262.6335,393.3043
8711,291,181,4,149.3604,326.2012,438.4893
8712,291,182,4,130.6904,306.0408,595.9815
8713,291,183,4,114.3541,115.5465,183.2759
8714,291,184,4,100.0598,339.5245,613.4684
8715,291,185,4,87.55234,507.3123,673.861
8716,291,186,4,134.1173,363.0388,484.773
8717,291,187,4,117.3526,673.2059,1209.038
8718,291,188,4,160.1566,801.4243,1506.612
8719,291,189,4,154.2213,1381.548,1844.3
8720,291,190,4,384.6373,2254.652,3323.408
8721,291,191,4,344.2163,2959.743,5440.642
8722,291,192,4,502.6024,1086.141,1314.262
8723,291,193,4,439.7771,678.9633,987.2455
8724,291,194,4,384.805,407.8609,814.4672
8725,291,195,4,336.7043,260.4619,331.2787
8726,291,196,4,294.6163,130.977,189.4068
8727,291,197,4,257.7893,412.4604,990.6622
8728,291,198,4,225.5656,449.1328,704.4585
8729,291,199,4,197.3699,503.3016,647.6824
8730,291,200,4,172.6987,408.6813,711.0376
8731,292,171,4,64.64319,131.6886,176.6752
8732,292,172,4,56.56279,116.3871,239.306
8733,292,173,4,49.49244,162.7142,280.9374
8734,292,174,4,43.79737,241.0663,254.8224
8735,292,175,4,74.92062,210.9092,399.5764
8736,292,176,4,65.55553,350.9023,701.2133
8737,292,177,4,90.98745,1014.263,2473.522
8738,292,178,4,384.637,1272.691,1979.022
8739,292,179,4,336.5574,887.8115,1966.253
8740,292,180,4,294.4877,1397.25,2972.272
8741,292,181,4,266.7974,2631.742,3437.104
8742,292,182,4,607.9962,4755.972,5576.135
8743,292,183,4,607.9972,2272.591,2985.014
8744,292,184,4,531.9976,1495.153,3030.193
8745,292,185,4,465.4979,548.5463,641.7299
8746,292,186,4,407.3106,461.8571,1034.213
8747,292,187,4,356.3968,269.5564,475.8886
8748,292,188,4,311.8472,194.8752,343.3785
8749,292,189,4,272.8663,128.9245,172.7222
8750,292,190,4,238.758,97.5142,110.9132
8751,292,191,4,208.9133,174.9028,208.6014
8752,292,192,4,182.7991,134.6338,183.1739
8753,292,193,4,159.9492,241.8888,480.8733
8754,292,194,4,139.9556,143.2669,235.0067
8755,292,195,4,122.4611,200.402,224.8814
8756,292,196,4,107.1535,100.8334,141.696
8757,292,197,4,93.75929,53.21844,49.27002
8758,292,198,4,82.03938,36.98213,41.75363
8759,292,199,4,71.78446,139.9252,196.4788
8760,292,200,4,62.8114,50.89523,120.6571
8761,293,171,3,177.5887,376.871,475.4047
8762,293,172,3,159.8298,315.8243,373.5255
8763,293,173,3,143.8468,553.6022,819.3743
8764,293,174,3,137.3136,355.0762,633.803
8765,293,175,3,123.5822,86.02206,116.1896
8766,293,176,3,111.224,40.35898,56.97021
8767,293,177,3,100.1016,184.8035,274.6217
8768,293,178,3,90.09145,278.7589,518.6091
8769,293,179,3,81.9034,172.0727,321.5438
8770,293,180,3,73.71307,144.3342,220.3219
8771,293,181,3,66.34176,176.7163,422.272
8772,293,182,3,59.70758,250.3095,457.7226
8773,293,183,3,78.75036,163.415,259.3269
8774,293,184,3,70.87532,84.64039,110.412
8775,293,185,3,63.78779,55.40236,94.3396
8776,293,186,3,57.40901,83.38589,92.31786
8777,293,187,3,51.66811,156.2469,263.8445
8778,293,188,3,48.05064,139.7555,179.4987
8779,293,189,3,44.76776,74.53658,132.0311
8780,293,190,3,40.29098,67.17477,98.53704
8781,293,191,3,36.26189,126.4325,175.539
8782,293,192,3,40.48051,158.2875,215.9325
8783,293,193,3,54.5609,261.6786,309.6901
8784,293,194,3,98.56327,481.5446,438.4584
8785,293,195,3,149.3739,372.2307,793.2582
8786,293,196,3,134.4365,376.1011,418.0692
8787,293,197,3,120.9929,462.4331,1085.852
8788,293,198,3,115.3412,796.2561,731.6631
8789,293,199,3,384.6327,2844.252,3607.82
8790,293,200,3,607.9976,2072.384,2749.901
8791,294,171,5,63.98223,178.9018,210.6354
8792,294,172,5,54.3849,111.4626,110.8899
8793,294,173,5,46.22716,113.2999,182.5584
8794,294,174,5,39.29309,167.3647,214.5522
8795,294,175,5,33.45816,136.1574,231.1738
8796,294,176,5,29.31014,156.4612,378.9759
8797,294,177,5,35.14359,95.96782,170.046
8798,294,178,5,29.87205,114.9919,266.6352
8799,294,179,5,25.96613,34.19328,51.55794
8800,294,180,5,22.07121,21.75366,36.55525
8801,294,181,5,18.76053,29.48367,63.72289
8802,294,182,5,15.94645,43.44822,65.87016
8803,294,183,5,13.55448,35.62909,44.03281
8804,294,184,5,11.52131,28.25317,63.82051
8805,294,185,5,9.793112,6.640129,11.3572
8806,294,186,5,8.324145,2.321376,3.445707
8807,294,187,5,7.075523,1.836381,2.991826
8808,294,188,5,6.014195,4.817273,7.953211
8809,294,189,5,5.112066,4.778584,9.302384
8810,294,190,5,4.345256,5.624978,11.46352
8811,294,191,5,3.693467,12.9461,23.81636
8812,294,192,5,3.681687,7.579348,13.71343
8813,294,193,5,3.134114,4.148481,6.96825
8814,294,194,5,2.663997,4.804534,9.741499
8815,294,195,5,2.264397,4.239967,5.954061
8816,294,196,5,1.924738,2.414498,4.378309
8817,294,197,5,1.636027,2.629326,5.181215
8818,294,198,5,1.390623,2.13257,2.432547
8819,294,199,5,1.231128,2.044176,4.032619
8820,294,200,5,1.136757,1.087567,2.332042
8821,295,171,4,2.441537,11.29391,14.95952
8822,295,172,4,8.052457,61.89297,130.3384
8823,295,173,4,53.6672,137.129,186.6975
8824,295,174,4,46.9588,138.7963,157.4528
8825,295,175,4,41.08895,89.63189,118.7355
8826,295,176,4,35.95283,106.042,329.6011
8827,295,177,4,31.6957,61.35129,106.7801
8828,295,178,4,27.73373,27.28128,25.08288
8829,295,179,4,24.26702,133.6683,140.0584
8830,295,180,4,51.35078,191.7769,230.2069
8831,295,181,4,46.65446,155.7573,357.1129
8832,295,182,4,41.40843,127.384,225.8939
8833,295,183,4,36.23238,63.62222,83.24244
8834,295,184,4,31.70333,53.36312,56.50741
8835,295,185,4,27.74042,45.20904,82.79987
8836,295,186,4,24.27286,34.55234,41.73034
8837,295,187,4,21.23875,20.64109,55.68773
8838,295,188,4,18.58391,30.74873,54.18682
8839,295,189,4,16.26092,36.89619,47.60177
8840,295,190,4,14.22831,24.20056,42.67857
8841,295,191,4,12.44977,34.57813,66.19851
8842,295,192,4,11.21877,42.21908,51.95328
8843,295,193,4,15.99497,38.1108,57.41252
8844,295,194,4,13.9956,74.38265,156.2352
8845,295,195,4,34.53671,110.2107,249.1544
8846,295,196,4,30.8257,393.7384,561.8707
8847,295,197,4,321.6055,1283.365,1656.091
8848,295,198,4,281.4048,523.9576,507.1943
8849,295,199,4,246.2292,574.7025,993.2877
8850,295,200,4,215.4506,697.4849,1676.758
8851,296,171,2,129.1336,201.0322,269.1572
8852,296,172,2,119.4486,331.7381,658.7011
8853,296,173,2,135.8128,128.4379,145.7699
8854,296,174,2,125.6268,54.79573,116.1149
8855,296,175,2,116.2048,32.58984,65.40493
8856,296,176,2,107.4895,57.84128,61.78263
8857,296,177,2,99.42775,97.4511,125.5369
8858,296,178,2,91.97067,132.2384,170.2168
8859,296,179,2,85.07287,136.8159,272.1276
8860,296,180,2,78.79491,49.10484,65.6797
8861,296,181,2,72.88529,116.8232,242.7318
8862,296,182,2,67.41889,81.37897,165.8362
8863,296,183,2,62.36248,70.87004,134.5322
8864,296,184,2,57.68529,148.6859,147.8388
8865,296,185,2,74.34739,101.1237,83.03958
8866,296,186,2,68.77134,203.4354,497.063
8867,296,187,2,105.3582,227.327,573.7879
8868,296,188,2,99.62945,114.0201,212.5676
8869,296,189,2,92.15724,224.3003,199.3221
8870,296,190,2,93.59734,256.898,413.0847
8871,296,191,2,107.8006,804.4786,1227.109
8872,296,192,2,762.5439,5300.006,12881.15
8873,296,193,2,1519.145,5979.362,9004.527
8874,296,194,2,1405.21,3092.947,4188.841
8875,296,195,2,1299.819,2482.836,2343.62
8876,296,196,2,1202.333,1928.332,3318.608
8877,296,197,2,1112.158,1653.159,5706.691
8878,296,198,2,1028.746,1518.087,3688.789
8879,296,199,2,951.5901,2020.906,2887.759
8880,296,200,2,880.2209,1828.225,3561.529
8881,297,171,4,247.1483,160.6263,504.4204
8882,297,172,4,216.2548,85.97551,268.4884
8883,297,173,4,189.2229,67.51842,96.07365
8884,297,174,4,165.5701,106.576,219.041
8885,297,175,4,144.8738,108.0329,195.019
8886,297,176,4,126.7646,267.1869,521.8717
8887,297,177,4,110.919,573.094,1326.004
8888,297,178,4,125.5194,286.7479,349.841
8889,297,179,4,109.8295,235.2941,373.957
8890,297,180,4,96.10078,127.134,123.5785
8891,297,181,4,84.08818,104.1003,136.0342
8892,297,182,4,73.57716,104.8638,157.1973
8893,297,183,4,64.38001,75.34242,162.4697
8894,297,184,4,56.33251,68.46061,106.6004
8895,297,185,4,49.29095,97.62399,194.1651
8896,297,186,4,43.12958,188.5826,217.6184
8897,297,187,4,46.85484,140.9414,181.0436
8898,297,188,4,40.99798,101.2827,273.8176
8899,297,189,4,35.87323,53.79987,87.17734
8900,297,190,4,31.38908,44.84833,133.5145
8901,297,191,4,27.46544,16.83782,25.23652
8902,297,192,4,24.03226,17.42629,37.22344
8903,297,193,4,21.02823,21.991,37.95301
8904,297,194,4,18.3997,15.01478,24.98232
8905,297,195,4,16.09974,20.98974,35.17036
8906,297,196,4,14.08727,11.57319,23.45081
8907,297,197,4,12.32636,8.532783,9.021712
8908,297,198,4,10.78557,12.96528,18.46984
8909,297,199,4,9.437372,7.210586,9.109525
8910,297,200,4,8.2577,9.511069,14.77975
8911,298,171,5,6.732772,21.03837,26.85762
8912,298,172,5,5.722856,21.72513,32.81226
8913,298,173,5,6.703462,25.47686,38.93924
8914,298,174,5,7.832625,60.03175,95.68335
8915,298,175,5,33.17242,97.62389,133.2369
8916,298,176,5,28.19656,152.995,203.7738
8917,298,177,5,35.1989,97.10287,221.0042
8918,298,178,5,29.91907,100.5422,186.0499
8919,298,179,5,25.43121,207.5052,409.5486
8920,298,180,5,82.36769,534.8344,580.0049
8921,298,181,5,107.9827,485.073,615.5045
8922,298,182,5,91.78531,92.31761,186.8586
8923,298,183,5,78.01751,63.57906,104.9954
8924,298,184,5,66.31489,61.78289,67.13832
8925,298,185,5,56.36765,91.50751,170.7807
8926,298,186,5,47.91251,21.75978,35.60696
8927,298,187,5,40.72563,18.87709,25.57036
8928,298,188,5,34.61678,34.41291,39.28778
8929,298,189,5,29.42427,41.7108,67.82549
